id,clue,answer,month,year,day,created_at,updated_at
17069,28. Port of Italy,GENOA,04,1976,,2019-04-09 12:13:13.185-04,2019-04-09 12:13:13.185-04
214435,99. Expenditure,OUTGO,01,1980,,2019-04-09 12:19:21.05-04,2019-04-09 12:19:21.05-04
26178,"43. ""The Waste Land"" author",ELIOT,11,1983,,2019-04-09 12:13:29.46-04,2019-04-09 12:13:29.46-04
116949,31. Ancient chariot,ESSED,09,1990,,2019-04-09 12:16:16.11-04,2019-04-09 12:16:16.11-04
142426,18. Digging tool,SPADE,01,1978,,2019-04-09 12:16:59.924-04,2019-04-09 12:16:59.924-04
68383,65. Emulate Demosthenes,ORATE,03,1988,,2019-04-09 12:14:50.457-04,2019-04-09 12:14:50.457-04
192247,"81. ""The Four of Hearts""",QUEEN,11,1978,,2019-04-09 12:18:43.228-04,2019-04-09 12:18:43.228-04
178640,75. Hear of,LEARN,08,1984,,2019-04-09 12:18:18.646-04,2019-04-09 12:18:18.646-04
64920,62. Phrase on a shop sign,ANDUP,03,1993,,2019-04-09 12:14:42.713-04,2019-04-09 12:14:42.713-04
18315,20. Houdini's real name,WEISS,08,1981,,2019-04-09 12:13:15.287-04,2019-04-09 12:13:15.287-04
6557,37. Sign of spring,ARIES,02,1997,,2019-04-09 12:12:49.334-04,2019-04-09 12:12:49.334-04
38737,49. Actor Martin,STEVE,03,1996,,2019-04-09 12:13:53.14-04,2019-04-09 12:13:53.14-04
129331,23. England's literary foe in '76,PAINE,04,1978,,2019-04-09 12:16:37.464-04,2019-04-09 12:16:37.464-04
214034,64. Means of control,REINS,03,1994,,2019-04-09 12:19:20.275-04,2019-04-09 12:19:20.275-04
71430,28. Condescend,DEIGN,08,1986,,2019-04-09 12:14:57.181-04,2019-04-09 12:14:57.181-04
22579,21. Moslem prince,AMEER,07,1979,,2019-04-09 12:13:23.389-04,2019-04-09 12:13:23.389-04
30777,47. Expect,AWAIT,09,1983,,2019-04-09 12:13:39.399-04,2019-04-09 12:13:39.399-04
99279,50. Kind of row or hop,HEDGE,01,1988,,2019-04-09 12:15:45.358-04,2019-04-09 12:15:45.358-04
1687,29. Like a good potato,MEALY,10,1991,,2019-04-09 12:12:35.043-04,2019-04-09 12:12:35.043-04
224030,78. Popeye's sweetheart,OLIVE,02,1988,,2019-04-09 12:19:38.052-04,2019-04-09 12:19:38.052-04
206127,58. April 1 Abderites,FOOLS,04,1990,,2019-04-09 12:19:06.593-04,2019-04-09 12:19:06.593-04
217097,35. Long poems,EPICS,05,1976,,2019-04-09 12:19:26.16-04,2019-04-09 12:19:26.16-04
27922,46. Arctic sights,FLOES,01,1976,,2019-04-09 12:13:34.638-04,2019-04-09 12:13:34.638-04
190852,79. Slogans,CRIES,02,1977,,2019-04-09 12:18:40.841-04,2019-04-09 12:18:40.841-04
51343,18. Trot and gallop,GAITS,10,1983,,2019-04-09 12:14:14.628-04,2019-04-09 12:14:14.628-04
36962,"19. ___-Coeur, basilica in Paris",SACRE,05,1986,,2019-04-09 12:13:50.038-04,2019-04-09 12:13:50.038-04
158506,62. Dance in a Brando film title,TANGO,12,1978,,2019-04-09 12:17:37.091-04,2019-04-09 12:17:37.091-04
145880,"31. Cohan's ""___ a Grand Old Flag""",YOURE,02,1981,,2019-04-09 12:17:09.113-04,2019-04-09 12:17:09.113-04
175701,55. Decathlete Johnson,RAFER,03,1996,,2019-04-09 12:18:14.108-04,2019-04-09 12:18:14.108-04
109465,"24. ___-Maritimes, French department",ALPES,05,1990,,2019-04-09 12:16:02.821-04,2019-04-09 12:16:02.821-04
106653,1. A De Mille,AGNES,09,1982,,2019-04-09 12:15:57.708-04,2019-04-09 12:15:57.708-04
208283,38. Sheeplike,OVINE,07,1983,,2019-04-09 12:19:09.955-04,2019-04-09 12:19:09.955-04
57476,5. Road hazard,SLEET,03,1985,,2019-04-09 12:14:25.255-04,2019-04-09 12:14:25.255-04
16936,18. Seat of Fla.'s Marion County,OCALA,02,1988,,2019-04-09 12:13:12.973-04,2019-04-09 12:13:12.973-04
71481,59. Clio colleague,ERATO,06,1989,,2019-04-09 12:14:57.279-04,2019-04-09 12:14:57.279-04
169050,35. Burgeon,SWELL,12,1990,,2019-04-09 12:17:59.334-04,2019-04-09 12:17:59.334-04
40063,29. Buccaneer's base,TAMPA,09,1996,,2019-04-09 12:13:55.128-04,2019-04-09 12:13:55.128-04
174431,41. Eagle's nest,AERIE,04,1990,,2019-04-09 12:18:10.536-04,2019-04-09 12:18:10.536-04
45695,"56. ""There's no music in ___ . . . "": Ruskin",AREST,10,1987,,2019-04-09 12:14:05.168-04,2019-04-09 12:14:05.168-04
111458,14. Palatable,SAPID,05,1984,,2019-04-09 12:16:06.542-04,2019-04-09 12:16:06.542-04
185401,66. Cantankerous,CROSS,04,1990,,2019-04-09 12:18:32.344-04,2019-04-09 12:18:32.344-04
141995,48. Fish,ANGLE,08,1987,,2019-04-09 12:16:59.209-04,2019-04-09 12:16:59.209-04
31934,40. Flynn of former flicks,ERROL,10,1979,,2019-04-09 12:13:41.931-04,2019-04-09 12:13:41.931-04
122752,50. Broadway hit: 1977,ANNIE,12,1977,,2019-04-09 12:16:26.304-04,2019-04-09 12:16:26.304-04
71284,62. Entertainer Anouk,AIMEE,12,1985,,2019-04-09 12:14:56.898-04,2019-04-09 12:14:56.898-04
153688,49. Prefix with link or lock,INTER,09,1983,,2019-04-09 12:17:26.461-04,2019-04-09 12:17:26.461-04
192706,29. Wickerwork willow,OSIER,01,1979,,2019-04-09 12:18:43.88-04,2019-04-09 12:18:43.88-04
215248,106. Jay Silverheels role,TONTO,01,1977,,2019-04-09 12:19:22.638-04,2019-04-09 12:19:22.638-04
54489,33. Highway sign,UTURN,06,1977,,2019-04-09 12:14:19.9-04,2019-04-09 12:14:19.9-04
210790,142. Certain religionist,DEIST,09,1976,,2019-04-09 12:19:14.472-04,2019-04-09 12:19:14.472-04
121017,25. Shrub akin to the olive tree,LILAC,11,1984,,2019-04-09 12:16:23.452-04,2019-04-09 12:16:23.452-04
202438,119. Secret passers,SPIES,10,1989,,2019-04-09 12:19:00.681-04,2019-04-09 12:19:00.681-04
170786,"12. He wrote ""The Class""",SEGAL,11,1985,,2019-04-09 12:18:02.443-04,2019-04-09 12:18:02.443-04
116417,3. Brahman or Sudra,CASTE,05,1978,,2019-04-09 12:16:15.18-04,2019-04-09 12:16:15.18-04
31550,15. Buddhist mound,STUPA,04,1990,,2019-04-09 12:13:41.353-04,2019-04-09 12:13:41.353-04
179939,92. Sights in the Southwest,MESAS,11,1985,,2019-04-09 12:18:21.495-04,2019-04-09 12:18:21.495-04
81880,49. Kind of badge,MERIT,04,1990,,2019-04-09 12:15:15.566-04,2019-04-09 12:15:15.566-04
205305,67. Rodrigo Diaz de Bivar,ELCID,03,1996,,2019-04-09 12:19:05.329-04,2019-04-09 12:19:05.329-04
118325,34. Older name for a Swiss city,BASLE,11,1978,,2019-04-09 12:16:18.37-04,2019-04-09 12:16:18.37-04
9112,1. Histories,PASTS,02,1986,,2019-04-09 12:12:55.663-04,2019-04-09 12:12:55.663-04
57552,5. Wane,ABATE,02,1991,,2019-04-09 12:14:25.453-04,2019-04-09 12:14:25.453-04
60512,30. Beat Karpov,MATED,08,1992,,2019-04-09 12:14:32.902-04,2019-04-09 12:14:32.902-04
146999,60. Messages,WIRES,10,1976,,2019-04-09 12:17:13.625-04,2019-04-09 12:17:13.625-04
36909,48. Houston athlete,ASTRO,03,1982,,2019-04-09 12:13:49.955-04,2019-04-09 12:13:49.955-04
52074,15. Rocket stage,AGENA,12,1993,,2019-04-09 12:14:15.862-04,2019-04-09 12:14:15.862-04
35923,58. Finger-pointer,NAMER,02,1997,,2019-04-09 12:13:48.246-04,2019-04-09 12:13:48.246-04
36135,39. Arnolphe's love in a Molière play,AGNES,03,1990,,2019-04-09 12:13:48.551-04,2019-04-09 12:13:48.551-04
67954,32. Setting for betting,TRACK,12,1977,,2019-04-09 12:14:49.52-04,2019-04-09 12:14:49.52-04
54268,28. Glisten,SHINE,04,1988,,2019-04-09 12:14:19.44-04,2019-04-09 12:14:19.44-04
205976,41. Famed son of a Waldorf butcher,ASTOR,03,1979,,2019-04-09 12:19:06.369-04,2019-04-09 12:19:06.369-04
39440,37. Strong wrapping paper,KRAFT,03,1991,,2019-04-09 12:13:54.233-04,2019-04-09 12:13:54.233-04
144001,6. Type of race,RELAY,09,1976,,2019-04-09 12:17:02.561-04,2019-04-09 12:17:02.561-04
210498,58. Artist's stand,EASEL,04,1990,,2019-04-09 12:19:13.92-04,2019-04-09 12:19:13.92-04
137644,26. Combine,UNION,09,1976,,2019-04-09 12:16:51.994-04,2019-04-09 12:16:51.994-04
143675,19. Actress from N.Y.C.,MEARA,05,1989,,2019-04-09 12:17:01.996-04,2019-04-09 12:17:01.996-04
107926,"31. Outfox, in a way",ELUDE,07,1977,,2019-04-09 12:15:59.659-04,2019-04-09 12:15:59.659-04
122281,20. Modify,ALTER,02,1979,,2019-04-09 12:16:25.619-04,2019-04-09 12:16:25.619-04
18531,27. Far out,ULTRA,03,1990,,2019-04-09 12:13:15.643-04,2019-04-09 12:13:15.643-04
73132,54. Porcupine's defense,SETAE,03,1988,,2019-04-09 12:15:00.542-04,2019-04-09 12:15:00.542-04
126879,7. Dependable,SOLID,09,1986,,2019-04-09 12:16:33.051-04,2019-04-09 12:16:33.051-04
81626,14. Dynasties that ruled China,TSINS,10,1991,,2019-04-09 12:15:15.128-04,2019-04-09 12:15:15.128-04
44569,61. Beam,SMILE,03,1988,,2019-04-09 12:14:03.205-04,2019-04-09 12:14:03.205-04
48643,5. Sized up,CASED,07,1978,,2019-04-09 12:14:10.426-04,2019-04-09 12:14:10.426-04
30127,"62. ""The ___ Day,"" 1847 song",RAINY,12,1983,,2019-04-09 12:13:38.436-04,2019-04-09 12:13:38.436-04
57991,27. Got along,FARED,07,1979,,2019-04-09 12:14:26.718-04,2019-04-09 12:14:26.718-04
79618,6. Branch of knowledge,OLOGY,07,1983,,2019-04-09 12:15:11.761-04,2019-04-09 12:15:11.761-04
95587,33. Worker gangs,CREWS,12,1987,,2019-04-09 12:15:38.218-04,2019-04-09 12:15:38.218-04
189445,35. Blackmore heroine,LORNA,10,1987,,2019-04-09 12:18:38.307-04,2019-04-09 12:18:38.307-04
177001,92. Milton Caniff hero,TERRY,12,1985,,2019-04-09 12:18:16.181-04,2019-04-09 12:18:16.181-04
175033,55. Shoelace tip,AGLET,02,1988,,2019-04-09 12:18:12.782-04,2019-04-09 12:18:12.782-04
33938,28. Sidetrack,SHUNT,05,1992,,2019-04-09 12:13:45.258-04,2019-04-09 12:13:45.258-04
11365,19. Lodz money,ZLOTY,11,1993,,2019-04-09 12:13:00.494-04,2019-04-09 12:13:00.494-04
143691,"29. Actor in ""The Citadel""",DONAT,11,1985,,2019-04-09 12:17:02.023-04,2019-04-09 12:17:02.023-04
195365,103. Roman year,ANNUS,02,1988,,2019-04-09 12:18:48.835-04,2019-04-09 12:18:48.835-04
154353,2. Printer's proof,REPRO,04,1982,,2019-04-09 12:17:27.618-04,2019-04-09 12:17:27.618-04
92230,29. Wear away,ERODE,05,1979,,2019-04-09 12:15:32.708-04,2019-04-09 12:15:32.708-04
184792,102. Writer Dahl,ROALD,04,1992,,2019-04-09 12:18:31.442-04,2019-04-09 12:18:31.442-04
85958,53. Lasso,RIATA,04,1990,,2019-04-09 12:15:22.128-04,2019-04-09 12:15:22.128-04
61745,5. Assyrian's supreme God,ASHUR,04,1987,,2019-04-09 12:14:35.72-04,2019-04-09 12:14:35.72-04
163912,25. Stud stakes,ANTES,06,1984,,2019-04-09 12:17:49.352-04,2019-04-09 12:17:49.352-04
68380,46. France's longest river,LOIRE,03,1988,,2019-04-09 12:14:50.452-04,2019-04-09 12:14:50.452-04
67426,"20. Branch, to a botanist",RAMUS,11,1991,,2019-04-09 12:14:48.404-04,2019-04-09 12:14:48.404-04
7092,40. June V.I.P.,BRIDE,08,1977,,2019-04-09 12:12:50.602-04,2019-04-09 12:12:50.602-04
166076,30. Bone: Prefix,OSTEO,11,1995,,2019-04-09 12:17:53.366-04,2019-04-09 12:17:53.366-04
119878,26. Title of respect,MADAM,02,1976,,2019-04-09 12:16:21.487-04,2019-04-09 12:16:21.487-04
126804,17. Sidekick,CRONY,02,1978,,2019-04-09 12:16:32.935-04,2019-04-09 12:16:32.935-04
71938,"67. Buckskin, e.g.",HORSE,09,1984,,2019-04-09 12:14:58.246-04,2019-04-09 12:14:58.246-04
211968,"135. Attends Choate, e.g.",PREPS,10,1983,,2019-04-09 12:19:16.596-04,2019-04-09 12:19:16.596-04
203979,111. Puerto ___,RICAN,03,1985,,2019-04-09 12:19:03.202-04,2019-04-09 12:19:03.202-04
81453,25. Relating to spores,SORAL,06,1984,,2019-04-09 12:15:14.844-04,2019-04-09 12:15:14.844-04
24783,42. Anchorite,LONER,06,1984,,2019-04-09 12:13:27.045-04,2019-04-09 12:13:27.045-04
129207,12. Hotel clerks' concerns,RATES,10,1976,,2019-04-09 12:16:37.271-04,2019-04-09 12:16:37.271-04
213366,35. Fund-raiser's concern,QUOTA,11,1984,,2019-04-09 12:19:19.076-04,2019-04-09 12:19:19.076-04
84418,26. Where Durban is,NATAL,07,1979,,2019-04-09 12:15:19.671-04,2019-04-09 12:15:19.671-04
33306,40. Sauce for pasta,SALSA,06,1991,,2019-04-09 12:13:44.011-04,2019-04-09 12:13:44.011-04
33201,39. Joyce's compatriots,IRISH,09,1982,,2019-04-09 12:13:43.852-04,2019-04-09 12:13:43.852-04
208789,7. Do a party job,CATER,10,1976,,2019-04-09 12:19:10.698-04,2019-04-09 12:19:10.698-04
187863,31. ___ den Linden,UNTER,05,1978,,2019-04-09 12:18:35.987-04,2019-04-09 12:18:35.987-04
213511,21. Asian capital,HANOI,04,1976,,2019-04-09 12:19:19.446-04,2019-04-09 12:19:19.446-04
131234,42. Drench,SOUSE,04,1987,,2019-04-09 12:16:40.694-04,2019-04-09 12:16:40.694-04
150264,52. Concerning,ANENT,11,1983,,2019-04-09 12:17:19.945-04,2019-04-09 12:17:19.945-04
2211,5. Seasonal yields,CROPS,05,1984,,2019-04-09 12:12:36.604-04,2019-04-09 12:12:36.604-04
161036,16. Van ___ of NASA fame,ALLEN,11,1978,,2019-04-09 12:17:42.086-04,2019-04-09 12:17:42.086-04
148003,20. Tropical vine,LIANE,05,1988,,2019-04-09 12:17:15.648-04,2019-04-09 12:17:15.648-04
110612,24. Lubed the limo,OILED,01,1990,,2019-04-09 12:16:05.01-04,2019-04-09 12:16:05.01-04
181786,"38. ""___ evil . . . """,SEENO,08,1977,,2019-04-09 12:18:24.963-04,2019-04-09 12:18:24.963-04
111577,18. Perfume of roses,ATTAR,08,1983,,2019-04-09 12:16:06.72-04,2019-04-09 12:16:06.72-04
27342,1. Houk of baseball fame,RALPH,07,1986,,2019-04-09 12:13:33.272-04,2019-04-09 12:13:33.272-04
103688,58. Eclipse cycle,SAROS,05,1981,,2019-04-09 12:15:53.084-04,2019-04-09 12:15:53.084-04
81954,55. Vote in,ELECT,11,1987,,2019-04-09 12:15:15.707-04,2019-04-09 12:15:15.707-04
150476,47. Gauchos' gear,BOLAS,08,1981,,2019-04-09 12:17:20.397-04,2019-04-09 12:17:20.397-04
112737,22. ___ Alaska,BAKED,12,1979,,2019-04-09 12:16:08.62-04,2019-04-09 12:16:08.62-04
149608,"22. ""___ in the Dark,"" 1964 film",ASHOT,05,1990,,2019-04-09 12:17:18.754-04,2019-04-09 12:17:18.754-04
20091,45. Albee's forte,DRAMA,08,1982,,2019-04-09 12:13:18.012-04,2019-04-09 12:13:18.012-04
92705,"5. ___ Islands, in the Philippines",BATAN,01,1979,,2019-04-09 12:15:33.5-04,2019-04-09 12:15:33.5-04
56660,53. Ayn and Sally,RANDS,03,1994,,2019-04-09 12:14:23.508-04,2019-04-09 12:14:23.508-04
86415,56. Copland ballet,RODEO,04,1983,,2019-04-09 12:15:22.826-04,2019-04-09 12:15:22.826-04
192917,"20. Dark, as some streets",UNLIT,12,1985,,2019-04-09 12:18:44.211-04,2019-04-09 12:18:44.211-04
65565,69. Origins,SEEDS,04,1982,,2019-04-09 12:14:44.153-04,2019-04-09 12:14:44.153-04
105439,71. Novices,TYROS,07,1993,,2019-04-09 12:15:55.848-04,2019-04-09 12:15:55.848-04
81634,27. Deliver an address,SPEAK,02,1989,,2019-04-09 12:15:15.141-04,2019-04-09 12:15:15.141-04
16091,24. Use up,SPEND,05,1980,,2019-04-09 12:13:11.231-04,2019-04-09 12:13:11.231-04
2578,22. Major Joppolo's post,ADANO,05,1990,,2019-04-09 12:12:37.44-04,2019-04-09 12:12:37.44-04
172188,"43. ___ bean, used in perfumes",TONCA,06,1978,,2019-04-09 12:18:06.29-04,2019-04-09 12:18:06.29-04
168191,44. On the qui vive,ALERT,02,1976,,2019-04-09 12:17:57.293-04,2019-04-09 12:17:57.293-04
111490,76. Longed,ACHED,12,1991,,2019-04-09 12:16:06.589-04,2019-04-09 12:16:06.589-04
1893,15. Pistil part,OVARY,07,1986,,2019-04-09 12:12:35.875-04,2019-04-09 12:12:35.875-04
176493,46. Bandleader Jones,ISHAM,04,1990,,2019-04-09 12:18:15.399-04,2019-04-09 12:18:15.399-04
143391,"92. Model's makeup, often",BALSA,05,1995,,2019-04-09 12:17:01.53-04,2019-04-09 12:17:01.53-04
93815,52. Peck's prize in 1963,OSCAR,11,1989,,2019-04-09 12:15:35.279-04,2019-04-09 12:15:35.279-04
220363,34. Natives of Oulu,FINNS,04,1985,,2019-04-09 12:19:31.783-04,2019-04-09 12:19:31.783-04
169255,5. Pertaining to bees,APIAN,05,1982,,2019-04-09 12:17:59.639-04,2019-04-09 12:17:59.639-04
153918,27. Property claims,LIENS,10,1987,,2019-04-09 12:17:26.88-04,2019-04-09 12:17:26.88-04
121683,51. Sal of baseball,BANDO,12,1983,,2019-04-09 12:16:24.667-04,2019-04-09 12:16:24.667-04
7140,19. Nonsense,BILGE,05,1984,,2019-04-09 12:12:50.744-04,2019-04-09 12:12:50.744-04
193985,28. Certain trucks,SEMIS,02,1990,,2019-04-09 12:18:45.87-04,2019-04-09 12:18:45.87-04
49033,46. Infidel,PAGAN,09,1987,,2019-04-09 12:14:11.068-04,2019-04-09 12:14:11.068-04
391,1. Trades,SWAPS,08,1983,,2019-04-09 12:12:28.357-04,2019-04-09 12:12:28.357-04
223891,3. Did some ranch work,ROPED,11,1990,,2019-04-09 12:19:37.843-04,2019-04-09 12:19:37.843-04
128258,18. Kind of cake,YEAST,02,1980,,2019-04-09 12:16:35.764-04,2019-04-09 12:16:35.764-04
85823,"65. ""Maria ___,"" 1933 song",ELENA,10,1981,,2019-04-09 12:15:21.927-04,2019-04-09 12:15:21.927-04
3834,"1. She wrote ""My Friend Flicka""",OHARA,03,1979,,2019-04-09 12:12:41.313-04,2019-04-09 12:12:41.313-04
160873,10. Loitered,IDLED,03,1991,,2019-04-09 12:17:41.812-04,2019-04-09 12:17:41.812-04
113360,19. Shallot's cousin,ONION,04,1991,,2019-04-09 12:16:09.67-04,2019-04-09 12:16:09.67-04
131341,29. Room,SPACE,02,1989,,2019-04-09 12:16:40.877-04,2019-04-09 12:16:40.877-04
80141,73. Trap,SNARE,06,1995,,2019-04-09 12:15:12.675-04,2019-04-09 12:15:12.675-04
55983,16. Jabiru's relative,STORK,01,1981,,2019-04-09 12:14:22.516-04,2019-04-09 12:14:22.516-04
17294,39. Soft velvet,PANNE,06,1976,,2019-04-09 12:13:13.573-04,2019-04-09 12:13:13.573-04
166099,81. Home of Petruchio's bride,PADUA,08,1983,,2019-04-09 12:17:53.404-04,2019-04-09 12:17:53.404-04
195355,69. Police-blotter entry,ALIAS,09,1990,,2019-04-09 12:18:48.82-04,2019-04-09 12:18:48.82-04
186991,67. More than miffed,IRATE,02,1997,,2019-04-09 12:18:34.754-04,2019-04-09 12:18:34.754-04
128705,42. Commends,LAUDS,07,1993,,2019-04-09 12:16:36.542-04,2019-04-09 12:16:36.542-04
162997,70. Harass,BESET,09,1979,,2019-04-09 12:17:47.602-04,2019-04-09 12:17:47.602-04
86717,53. Finish off the dishes,RINSE,05,1976,,2019-04-09 12:15:23.301-04,2019-04-09 12:15:23.301-04
29262,58. Choir member,TENOR,10,1991,,2019-04-09 12:13:37.142-04,2019-04-09 12:13:37.142-04
199951,91. Wall hanging,ARRAS,07,1976,,2019-04-09 12:18:56.399-04,2019-04-09 12:18:56.399-04
192411,8. Jury,PEERS,05,1979,,2019-04-09 12:18:43.462-04,2019-04-09 12:18:43.462-04
177076,38. Plaints,MOANS,07,1982,,2019-04-09 12:18:16.295-04,2019-04-09 12:18:16.295-04
125035,46. Discernment,TASTE,05,1992,,2019-04-09 12:16:29.932-04,2019-04-09 12:16:29.932-04
80455,8. Manner,STYLE,05,1991,,2019-04-09 12:15:13.195-04,2019-04-09 12:15:13.195-04
215808,84. 144,GROSS,07,1976,,2019-04-09 12:19:23.61-04,2019-04-09 12:19:23.61-04
71688,24. What amo means,ILOVE,05,1993,,2019-04-09 12:14:57.688-04,2019-04-09 12:14:57.688-04
73258,3. Prop in vampire flicks,STAKE,05,1990,,2019-04-09 12:15:00.751-04,2019-04-09 12:15:00.751-04
133372,15. Game animal,MOOSE,09,1983,,2019-04-09 12:16:44.442-04,2019-04-09 12:16:44.442-04
101366,23. Mete,ALLOT,07,1981,,2019-04-09 12:15:49.041-04,2019-04-09 12:15:49.041-04
178568,94. Wild; savage,FERAL,06,1977,,2019-04-09 12:18:18.472-04,2019-04-09 12:18:18.472-04
40434,60. Cerulean,AZURE,09,1983,,2019-04-09 12:13:55.695-04,2019-04-09 12:13:55.695-04
22482,65. Passover dinner,SEDER,01,1979,,2019-04-09 12:13:22.835-04,2019-04-09 12:13:22.835-04
134716,55. Examinations,TESTS,12,1990,,2019-04-09 12:16:47.007-04,2019-04-09 12:16:47.007-04
49552,37. Guys' partners,DOLLS,03,1977,,2019-04-09 12:14:11.908-04,2019-04-09 12:14:11.908-04
26316,33. Roman rooms,ATRIA,06,1981,,2019-04-09 12:13:29.837-04,2019-04-09 12:13:29.837-04
6130,54. Rummy,TOPER,11,1995,,2019-04-09 12:12:48.292-04,2019-04-09 12:12:48.292-04
168457,106. Grani or Bayard,STEED,09,1988,,2019-04-09 12:17:57.88-04,2019-04-09 12:17:57.88-04
122569,40. Consumer protector Ralph,NADER,04,1996,,2019-04-09 12:16:26.062-04,2019-04-09 12:16:26.062-04
38840,38. Logical or political preceder,SOCIO,11,1995,,2019-04-09 12:13:53.304-04,2019-04-09 12:13:53.304-04
142025,30. Dancer Castle,IRENE,01,1996,,2019-04-09 12:16:59.259-04,2019-04-09 12:16:59.259-04
21176,24. Caesar's tongue,LATIN,12,1979,,2019-04-09 12:13:19.997-04,2019-04-09 12:13:19.997-04
6677,15. Weeper,CRIER,09,1994,,2019-04-09 12:12:49.609-04,2019-04-09 12:12:49.609-04
95699,42. ___ a dozen,ADIME,07,1991,,2019-04-09 12:15:38.399-04,2019-04-09 12:15:38.399-04
34077,15. Scent,AROMA,07,1979,,2019-04-09 12:13:45.475-04,2019-04-09 12:13:45.475-04
169204,65. Egg-shaped,OVOID,02,1979,,2019-04-09 12:17:59.558-04,2019-04-09 12:17:59.558-04
165476,40. Bellini opus,NORMA,02,1981,,2019-04-09 12:17:52.192-04,2019-04-09 12:17:52.192-04
159075,37. Cheat,STING,04,1989,,2019-04-09 12:17:38.139-04,2019-04-09 12:17:38.139-04
30943,19. Dances,REELS,02,1976,,2019-04-09 12:13:39.649-04,2019-04-09 12:13:39.649-04
2286,15. Verdi's country,ITALY,01,1976,,2019-04-09 12:12:36.765-04,2019-04-09 12:12:36.765-04
215,1. Opera prop,SPEAR,05,1979,,2019-04-09 12:12:27.331-04,2019-04-09 12:12:27.331-04
120625,21. Restricted in use,ZONED,07,1986,,2019-04-09 12:16:22.8-04,2019-04-09 12:16:22.8-04
11779,"42. Start of a fast break, often",STEAL,10,1996,,2019-04-09 12:13:01.825-04,2019-04-09 12:13:01.825-04
113522,27. Coop group,BROOD,12,1978,,2019-04-09 12:16:09.905-04,2019-04-09 12:16:09.905-04
210014,"5. Pindar, e.g.",ODIST,01,1981,,2019-04-09 12:19:13.1-04,2019-04-09 12:19:13.1-04
49509,"33. ""Little Lulu"" cartoonist",MARGE,03,1996,,2019-04-09 12:14:11.855-04,2019-04-09 12:14:11.855-04
46695,27. Habituate,ENURE,06,1996,,2019-04-09 12:14:06.777-04,2019-04-09 12:14:06.777-04
203976,87. Jewish prayer,ALENU,05,1984,,2019-04-09 12:19:03.201-04,2019-04-09 12:19:03.201-04
17967,41. Animal,BEAST,03,1990,,2019-04-09 12:13:14.723-04,2019-04-09 12:13:14.723-04
59587,69. Former Secy. of Defense,LAIRD,10,1989,,2019-04-09 12:14:30.844-04,2019-04-09 12:14:30.844-04
208927,101. Whence Cugat came,SPAIN,02,1980,,2019-04-09 12:19:10.914-04,2019-04-09 12:19:10.914-04
35845,55. Enlists again,REUPS,01,1994,,2019-04-09 12:13:48.14-04,2019-04-09 12:13:48.14-04
91783,42. Cap in baseball's Hall of Fame,ANSON,08,1982,,2019-04-09 12:15:31.975-04,2019-04-09 12:15:31.975-04
193615,11. Raphaelle or Rembrandt,PEALE,12,1980,,2019-04-09 12:18:45.318-04,2019-04-09 12:18:45.318-04
143155,1. Do a fleecing job,SHEAR,12,1980,,2019-04-09 12:17:01.168-04,2019-04-09 12:17:01.168-04
155122,24. Painter Matisse,HENRI,06,1980,,2019-04-09 12:17:29.361-04,2019-04-09 12:17:29.361-04
112708,26. Employ again,REUSE,10,1977,,2019-04-09 12:16:08.576-04,2019-04-09 12:16:08.576-04
74837,43. Erie or Kiel,CANAL,03,1979,,2019-04-09 12:15:03.576-04,2019-04-09 12:15:03.576-04
123302,15. Have origin,ARISE,05,1978,,2019-04-09 12:16:27.142-04,2019-04-09 12:16:27.142-04
116844,"64. Ethyl acetate, e.g.",ESTER,01,1988,,2019-04-09 12:16:15.958-04,2019-04-09 12:16:15.958-04
116085,27. Publish,ISSUE,03,1993,,2019-04-09 12:16:14.587-04,2019-04-09 12:16:14.587-04
17915,"15. "" . . . clean starved for ___"": Shak.",ALOOK,09,1986,,2019-04-09 12:13:14.654-04,2019-04-09 12:13:14.654-04
194902,11. Praying figure,ORANT,08,1983,,2019-04-09 12:18:47.978-04,2019-04-09 12:18:47.978-04
114364,60. Fine-grained rock,SHALE,02,1979,,2019-04-09 12:16:11.393-04,2019-04-09 12:16:11.393-04
54895,24. ESP psychologist,RHINE,05,1991,,2019-04-09 12:14:20.562-04,2019-04-09 12:14:20.562-04
161205,27. Be jubilant,EXULT,12,1994,,2019-04-09 12:17:42.358-04,2019-04-09 12:17:42.358-04
23437,34. Weather forecast,SLEET,05,1981,,2019-04-09 12:13:24.726-04,2019-04-09 12:13:24.726-04
197679,"103. ""Delphine"" author",STAEL,05,1979,,2019-04-09 12:18:52.699-04,2019-04-09 12:18:52.699-04
5544,36. Digital computer,ENIAC,04,1976,,2019-04-09 12:12:46.782-04,2019-04-09 12:12:46.782-04
123837,41. Disgruntled employee's words,IQUIT,10,1994,,2019-04-09 12:16:28.06-04,2019-04-09 12:16:28.06-04
38918,39. Ky. college,BEREA,10,1991,,2019-04-09 12:13:53.429-04,2019-04-09 12:13:53.429-04
63470,20. Eaglewood,ALOES,03,1979,,2019-04-09 12:14:39.642-04,2019-04-09 12:14:39.642-04
162071,10. Dance's Champion,GOWER,01,1977,,2019-04-09 12:17:45.526-04,2019-04-09 12:17:45.526-04
40705,18. Wolf cries,HOWLS,01,1991,,2019-04-09 12:13:56.136-04,2019-04-09 12:13:56.136-04
